Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2020-01-02,68.02601623535156,68.02601623535156,66.92313363598711,67.01856198170586,27278000
2020-01-03,67.67015838623047,68.27801648199674,66.96439199217293,66.99819348601369,23408000
2020-01-06,69.47384643554688,69.499191867548,67.14729959032974,67.17860597671533,46768000
2020-01-07,69.33964538574219,69.75664673328069,69.16320569581798,69.60555247399162,34330000
2020-01-08,69.83319091796875,70.1716609025224,69.21639136959885,69.3252356720482,35314000
2020-01-09,70.5662841796875,71.0081303838778,70.09013594872883,70.67264093922758,33200000
2020-01-10,71.02206420898438,71.31928531432982,70.55685944710041,71.04741722766647,26258000
2020-01-13,71.572265625,71.64432795542501,70.84363370983334,71.33468441838829,30730000
2020-01-14,71.10308074951172,71.70148932616486,70.96291488785906,71.57077301886883,26076000
2020-01-15,71.531005859375,71.60953726300379,71.15625445629315,71.22384985953249,21550000
2020-01-16,72.07574462890625,72.10258409230669,71.57076987035354,71.84164444347402,26080000
2020-01-17,73.53498840332031,73.58617980749594,72.39333666717486,72.69105070603683,52424000
2020-01-21,73.6706771850586,74.04990309397813,73.07226106696393,73.50913987084401,48930000
2020-01-22,73.75118255615234,74.58170422346583,73.6910497265724,74.04244265452762,28458000
2020-01-23,73.79194641113281,74.22982630605293,73.57475076336847,73.93409925242247,26650000
2020-01-24,72.87147521972656,74.26461711494373,72.72286087883545,74.19602821419771,29786000
2020-01-27,71.15973663330078,71.40079126440537,70.55187853238326,71.15029466332358,34132000
2020-01-28,72.09263610839844,72.30635072302904,71.09163568309349,71.65724377248847,29724000
2020-01-29,72.40079498291016,72.77057895195009,71.83866783573303,72.4882678248246,21566000
2020-01-30,72.27901458740234,72.3287119542439,71.32225116475159,71.4763258946086,27110000
2020-01-31,71.2119140625,73.04541551332758,70.92761599710025,72.95545516302556,43822000
2020-02-03,73.68806457519531,73.8719668380353,72.39631214725966,72.64680873440162,71636000
2020-02-04,71.83964538574219,72.92960498779594,70.67761588319917,72.29094114165238,95880000
2020-02-05,71.8714599609375,72.7924349696494,71.05784279922015,72.74422404612974,36376000
2020-02-06,73.3585433959961,73.63637998213783,72.09164344918123,72.16619329609739,37822000
2020-02-07,73.51461029052734,73.81977931403027,72.83369636110099,72.93210519951582,28360000
2020-02-10,74.9832992553711,74.9942352555109,73.32027642689937,73.4211727832516,38302000
2020-02-11,75.0528793334961,76.0379762977609,74.82375421140046,75.21242207126672,34852000
